seed,design,horizon_hours,horizon_steps,config_id,split_id,cutoff,elapsed_sec,mae,rmse,smape,nmae,nrmse,nrmse_std,nmse,baseline_mae,skill_vs_persistence
42,statistical_feature_gb,6,72,hgb_deeper,1,2024-01-31 05:00:00,3.69,0.6477930172892883,0.7640597680382626,21.628713060149227,0.20986832946160913,0.24753577585323916,0.9994840798998379,0.9989684259732254,1.4861715555555557,0.5641196237191796
42,statistical_feature_gb,6,72,hgb_deeper,2,2024-12-18 05:00:00,3.53,0.7595604915602157,0.941621226864999,10.856601020571409,0.16405208375130687,0.203374090790791,0.7811507810984254,0.6101965428106801,2.4150287777777777,0.6854859460744722
123,statistical_feature_gb,6,72,hgb_deeper,1,2024-01-31 05:00:00,4.04,0.6102024696711765,0.7533137678558776,20.45881946917733,0.1976899557811205,0.24405434730047637,0.9854269909727885,0.9710663545376842,1.4861715555555557,0.5894131690385598
123,statistical_feature_gb,6,72,hgb_deeper,2,2024-12-18 05:00:00,5.01,0.9163968155567976,1.156248106343353,13.531479333643336,0.19792604908444797,0.24972982835046792,0.959201094500367,0.9200667396907017,2.4150287777777777,0.6205441427407846
42,pca_embedding_gb,6,72,hgb_deeper,1,2024-01-31 05:00:00,2.91,1.0881950752915257,1.2653521490891713,39.99346205299624,0.35254730521090916,0.4099416551620686,1.6552361233844461,2.7398066241567696,1.4861715555555557,0.26778636659310406
42,pca_embedding_gb,6,72,hgb_deeper,2,2024-12-18 05:00:00,2.93,0.6487765286968477,0.8523001251701405,9.290420135596383,0.1401246412949056,0.18408225950306234,0.7070517204922714,0.49992213545108105,2.4150287777777777,0.7313586759718917
123,pca_embedding_gb,6,72,hgb_deeper,1,2024-01-31 05:00:00,2.92,1.1123506746728704,1.2833202837083166,41.15547893481101,0.3603731001083599,0.4157628701110055,1.678740651758506,2.818170175866573,1.4861715555555557,0.2515327925862584
123,pca_embedding_gb,6,72,hgb_deeper,2,2024-12-18 05:00:00,2.93,0.7840206428756296,0.9937334163501462,11.172990689071066,0.16933505836195747,0.2146294330168204,0.8243820468767065,0.6796057592126283,2.4150287777777777,0.6753576397245193
42,token_state_gb,6,72,hgb_balanced,1,2024-01-31 05:00:00,1.59,0.6444860778331366,0.7981112791630404,21.67135577899357,0.20879696586124588,0.25856759244382943,1.0440276413978218,1.0899937160026987,1.4861715555555557,0.5663447635030522
42,token_state_gb,6,72,hgb_balanced,2,2024-12-18 05:00:00,1.57,0.8422102331343881,1.089912895523655,12.033757279958737,0.18190301528001065,0.23540255661638912,0.9041706849601571,0.8175246275413195,2.4150287777777777,0.6512628584241458
